epoch,train_loss,train_acc,train_f1,val_acc,val_f1,learning_rate
1,0.6431486600120635,0.6769299906036795,0.7126871094317686,0.6757808219178082,0.709566583222893,0.0008007016085176578
2,0.57815028422408,0.70733866245421,0.740781839892892,0.703013698630137,0.736765420106848,0.0008007016085176578
3,0.5552768545489848,0.7267032533057345,0.7724680566420643,0.7246575342465753,0.770830482966206,0.0008007016085176578
4,0.5379807176437109,0.7301349529503084,0.7644058729120846,0.7282739726027397,0.7618956162673453,0.0008007016085176578
5,0.5271859437248759,0.7399942805005923,0.7885626958726925,0.7369315068493151,0.7866506687997156,0.0008007016085176578
6,0.5160190118634647,0.7504527937031035,0.7924147852781586,0.7504657534246575,0.7925284738041002,0.0008007016085176578
7,0.5063463175079089,0.7531355112823934,0.7923244357887501,0.7504657534246575,0.7888734353268428,0.0008007016085176578
8,0.49840029919574275,0.756335707379516,0.798979901360506,0.7521643835616438,0.7952374485037802,0.0008007016085176578
9,0.49252840356734057,0.7643974779731183,0.8014870400330454,0.7621369863013698,0.7990184730774573,0.0008007016085176578
10,0.4874263404996295,0.7638391458880884,0.7913217173661917,0.7595616438356164,0.7873206669251648,0.0008007016085176578
11,0.4817425201435704,0.7642204458485967,0.7986556889012931,0.763013698630137,0.7973194620179015,0.0008007016085176578
12,0.47540814232758377,0.7722958342979315,0.8025692796334998,0.7648219178082192,0.7948963012520309,0.0008007016085176578
13,0.4713386348561125,0.770035270246347,0.805992440517905,0.7677808219178082,0.8040503051599778,0.0008007016085176578
14,0.4662111545632445,0.7725545735568478,0.7961380724538619,0.762958904109589,0.7873992529978376,0.0008007016085176578
15,0.46249054785074,0.7818147154549044,0.8117716165413534,0.7715068493150685,0.8026502602934217,0.0008007016085176578
16,0.4563333377427356,0.7775523266106519,0.8021462918327055,0.7680547945205479,0.792550845381034,0.0008007016085176578
17,0.45181069569920307,0.7920689608214291,0.8202229993053348,0.7803835616438356,0.8099753461027878,0.0008007016085176578
18,0.4498410099062411,0.7912518894774829,0.8286477604265641,0.7812054794520548,0.82022421322768,0.0008007016085176578
19,0.4454988469352905,0.7927770893195157,0.8215496112485781,0.777972602739726,0.8082528866174522,0.0008007016085176578
20,0.4408301162243753,0.7997630493102557,0.8237691164485355,0.7872328767123288,0.8129486006069656,0.0008007016085176578
21,0.43785981692964965,0.7937984284994485,0.8216321914903643,0.7807123287671233,0.8102598141475441,0.0008007016085176578
22,0.4338558559420452,0.8030177168303079,0.8342101342135726,0.7886027397260273,0.8219165435745938,0.0008007016085176578
23,0.4305368542351399,0.8057140522653303,0.8381637306169675,0.7890410958904109,0.8244574138245486,0.0008007016085176578
24,0.42688790688559125,0.810384976781556,0.8408867557993372,0.7917260273972603,0.8260969025941346,0.0008007016085176578
25,0.4227101740553266,0.8101262375226397,0.8354594696656793,0.791013698630137,0.8190015186028854,0.0008007016085176578
26,0.4208093773445644,0.8174526439066905,0.8443179838569189,0.7943013698630137,0.8240862230552952,0.0008007016085176578
27,0.41572579961729356,0.812414037285689,0.8448604025182732,0.7946849315068493,0.83035269615611,0.0008007016085176578
28,0.41311391523787194,0.8163223618808982,0.8440945974062002,0.7955616438356164,0.8261983509572832,0.0008007016085176578
29,0.40943377187869157,0.8220554791442539,0.8477234853340481,0.8018630136986301,0.8305847076461769,0.0008007016085176578
30,0.40645142825863156,0.8274072964471014,0.8496702566778953,0.7958904109589041,0.8229310262870181,0.0008007016085176578
31,0.40289417420215673,0.8211567006659132,0.8416394351931124,0.7886575342465754,0.81304832533566,0.0008007016085176578
32,0.4006338518982875,0.8286056677515559,0.8510884997633696,0.7984657534246575,0.8248070877393541,0.0008007016085176578
33,0.3966223238326443,0.8242888074843735,0.8523261802575107,0.7982465753424658,0.830572427756304,0.0004003508042588289
34,0.3786828991939291,0.8439666090177441,0.8649266751544301,0.804931506849315,0.8310714624655974,0.0004003508042588289
35,0.3749560554717849,0.8411885664483271,0.8643006748894577,0.804,0.8331078243829608,0.0004003508042588289
36,0.37147422214441916,0.8453011588795228,0.8663026080406742,0.8078904109589041,0.8345133578778439,0.0004003508042588289
37,0.3664376893795855,0.8552149578527365,0.8730082893385251,0.808,0.8318295258206949,0.0004003508042588289
38,0.3634243620970718,0.8460092873776095,0.8664462029053974,0.8029041095890411,0.8300335491187449,0.0004003508042588289
39,0.36124935861127877,0.8552966649871311,0.8742366141173129,0.8055342465753424,0.8315694556499454,0.0004003508042588289
40,0.35943653690977795,0.8536897580107037,0.8738996737165794,0.8071780821917808,0.8345479336122996,0.0004003508042588289
41,0.3568226160657886,0.8559639399180206,0.8766314807254914,0.8078356164383562,0.836327997386475,0.00020017540212941446
42,0.34393533913156704,0.8676752958479158,0.882931942218956,0.810958904109589,0.8335102789306051,0.00020017540212941446
43,0.34287267923476855,0.8639712390886931,0.8823702587171305,0.8127123287671233,0.8393343987966532,0.00020017540212941446
44,0.3387020293613012,0.8705078098402625,0.8862818259008121,0.8085479452054795,0.8329508510231401,0.00020017540212941446
45,0.3375934475479561,0.8727139024689172,0.8874682462286753,0.809041095890411,0.8317806632234397,0.00020017540212941446
46,0.33472078175349806,0.8733947952555391,0.8891432659631551,0.8123835616438356,0.8368280594738848,0.00020017540212941446
47,0.3340503062421856,0.8701673634469517,0.8879302238104194,0.8127671232876712,0.8397354720697904,0.00010008770106470723
48,0.3256728701651524,0.8777116555227213,0.8923442108039418,0.8108493150684931,0.8344523307116823,0.00010008770106470723
49,0.32395558078797504,0.8781610447618918,0.8936867996720416,0.8131506849315069,0.8380509118541033,0.00010008770106470723
50,0.32453613714049867,0.8755327986055316,0.8918087121212122,0.8122191780821918,0.8383414311995849,0.00010008770106470723
51,0.32066204205699,0.8762273092478858,0.8928651413887808,0.8126575342465754,0.839294947121034,0.00010008770106470723
52,0.32015709933921566,0.8798496588727139,0.895095416443731,0.8148493150684931,0.8398350476371048,0.00010008770106470723
53,0.321518733556694,0.8817833943867198,0.896126739497206,0.8121095890410959,0.8363011409748413,0.00010008770106470723
54,0.31941086977305083,0.8807212016395898,0.8959281394436985,0.8115616438356165,0.8368518430665591,0.00010008770106470723
55,0.31562219904038014,0.8863998474800158,0.89941884299115,0.8138630136986301,0.8359967170376092,0.00010008770106470723
56,0.31517522736744435,0.8848882654937154,0.8987240160546337,0.8126575342465754,0.8363723378798755,5.0043850532353614e-05
57,0.3118052185624775,0.8849155012051803,0.8991106070554528,0.8128219178082192,0.8371161548731643,5.0043850532353614e-05
58,0.30972679137981485,0.8836490406220636,0.8985730905292149,0.813041095890411,0.8385081408557364,5.0043850532353614e-05
59,0.3111043116281844,0.8868492367191863,0.900030078806473,0.812,0.8350877192982457,5.0043850532353614e-05
60,0.30942172084642433,0.8837443656121907,0.8989213701322535,0.8122191780821918,0.8385090240799208,2.5021925266176807e-05
61,0.30806314162023724,0.8887557365217272,0.9018160839412988,0.8113972602739726,0.8346781940441883,2.5021925266176807e-05
62,0.3063628834746478,0.887748015197527,0.9013369720037823,0.8133150684931507,0.8371804062126643,2.5021925266176807e-05
63,0.3066192364016715,0.8903081720752251,0.9028335685593313,0.8144109589041096,0.8365899551309885,2.5021925266176807e-05
64,0.3062677165854088,0.8893685400296869,0.902573573501547,0.815013698630137,0.8381901840490797,2.5021925266176807e-05
65,0.30503919665211465,0.8878433401876541,0.9018331783832749,0.8156164383561644,0.8400133124138259,2.5021925266176807e-05
66,0.3061867108329837,0.8890689472035733,0.9022652013245669,0.8126027397260274,0.8363949483352469,2.5021925266176807e-05
67,0.3050241996842039,0.8862772867784239,0.9008865732224028,0.8147945205479452,0.8402948402948403,2.5021925266176807e-05
68,0.30333358048053416,0.8923644682908229,0.9041149068322981,0.8123835616438356,0.8334144205507443,2.5021925266176807e-05
69,0.3036384243583201,0.8898724006917871,0.90303938612793,0.8128219178082192,0.8364611260053619,1.2510962633088404e-05
70,0.3039827540933046,0.8895183364427437,0.90298587776675,0.8136986301369863,0.8377398110146034,1.2510962633088404e-05
71,0.3020635458147515,0.8878433401876541,0.9018846346286722,0.8151232876712329,0.8396235383591596,1.2510962633088404e-05
72,0.3032473528943441,0.8903081720752251,0.9033233716199186,0.8143013698630137,0.8374502374214591,1.2510962633088404e-05
73,0.30112894748061225,0.8917925183500606,0.9043963712491278,0.8136986301369863,0.8363968819170436,6.255481316544202e-06
74,0.3019722191483193,0.8918333719172579,0.9042469832314685,0.813972602739726,0.836330328303524,6.255481316544202e-06
75,0.3042799237474671,0.8886876472430651,0.9025233734020225,0.8149041095890411,0.8393875998478509,6.255481316544202e-06
76,0.3029689750500624,0.8866041153160024,0.9012955916693337,0.8134246575342465,0.8391667847527278,6.255481316544202e-06
77,0.3026124432888145,0.891710811215666,0.904319576464926,0.8144657534246575,0.8372741253364091,3.127740658272101e-06
78,0.30068214876914134,0.8916971933599336,0.9040871211664395,0.8133150684931507,0.8356725992379299,3.127740658272101e-06
79,0.30165539868538704,0.8889736222134462,0.9028189999404017,0.8151232876712329,0.8396845006176946,3.127740658272101e-06
80,0.3009374834549526,0.8883199651382894,0.9022934413534283,0.8128219178082192,0.8379045269051912,3.127740658272101e-06
